Index,relPosN,relPosE,UTC
4982,0.1610,0.5378,11:22:01.860 03/07/2019
4983,,,
4984,0.1579,0.5341,11:22:02.040 03/07/2019
4985,,,
4986,0.1585,0.5297,11:22:02.280 03/07/2019
4987,,,
4988,0.1623,0.5357,11:22:02.460 03/07/2019
4989,,,
4990,0.1593,0.5350,11:22:02.700 03/07/2019
4991,,,
4992,0.1581,0.5382,11:22:02.880 03/07/2019
4993,,,
4994,0.1536,0.5398,11:22:03.060 03/07/2019
4995,,,
4996,0.1542,0.5408,11:22:03.300 03/07/2019
4997,,,
4998,0.1551,0.5370,11:22:03.480 03/07/2019
4999,,,
5000,0.1512,0.5389,11:22:03.660 03/07/2019
5001,,,
5002,0.1518,0.5382,11:22:03.840 03/07/2019
5003,,,
5004,0.1486,0.5372,11:22:04.020 03/07/2019
5005,,,
5006,0.1488,0.5343,11:22:04.260 03/07/2019
5007,,,
5008,0.1491,0.5309,11:22:04.440 03/07/2019
5009,,,
5010,0.1484,0.5357,11:22:04.680 03/07/2019
5011,,,
5012,0.1490,0.5409,11:22:04.860 03/07/2019
5013,,,
5014,0.1486,0.5365,11:22:05.040 03/07/2019
5015,,,
5016,0.1409,0.5322,11:22:05.220 03/07/2019
5017,,,
5018,0.1492,0.5334,11:22:05.400 03/07/2019
5019,,,
5020,0.1549,0.5307,11:22:05.580 03/07/2019
5021,,,
5022,0.1520,0.5333,11:22:05.760 03/07/2019
5023,,,
5024,0.1543,0.5364,11:22:05.940 03/07/2019
5025,,,
5026,0.1524,0.5371,11:22:06.180 03/07/2019
5027,,,
5028,0.1516,0.5344,11:22:06.360 03/07/2019
5029,,,
5030,0.1508,0.5319,11:22:06.540 03/07/2019
5031,,,
5032,0.1492,0.5296,11:22:06.720 03/07/2019
5033,,,
5034,0.1484,0.5273,11:22:06.900 03/07/2019
5035,,,
5036,0.1474,0.5286,11:22:07.080 03/07/2019
5037,,,
5038,0.1470,0.5282,11:22:07.260 03/07/2019
5039,,,
5040,0.1437,0.5298,11:22:07.440 03/07/2019
5041,,,
5042,0.1459,0.5374,11:22:07.620 03/07/2019
5043,,,
5044,0.1379,0.5270,11:22:07.860 03/07/2019
5045,,,
5046,0.1407,0.5375,11:22:08.040 03/07/2019
5047,,,
5048,0.1361,0.5577,11:22:08.220 03/07/2019
5049,,,
5050,0.2378,0.6282,11:22:08.400 03/07/2019
5051,,,
5052,0.3522,0.6730,11:22:08.700 03/07/2019
5053,,,
5054,0.3115,0.7570,11:22:08.940 03/07/2019
5055,,,
5056,0.3106,0.8256,11:22:09.120 03/07/2019
5057,,,
5058,0.3374,0.9106,11:22:09.300 03/07/2019
5059,,,
5060,0.3944,0.9649,11:22:09.480 03/07/2019
5061,,,
5062,0.3441,0.9637,11:22:09.660 03/07/2019
5063,,,
5064,0.4860,1.0372,11:22:09.840 03/07/2019
5065,,,
5066,0.4887,1.0354,11:22:10.020 03/07/2019
5067,,,
5068,0.5521,1.0591,11:22:10.200 03/07/2019
5069,,,
5070,0.5001,1.0255,11:22:10.380 03/07/2019
5071,,,
5072,0.4970,1.0732,11:22:10.560 03/07/2019
5073,,,
5074,0.4837,1.1180,11:22:10.740 03/07/2019
5075,,,
5076,0.4733,1.1684,11:22:10.920 03/07/2019
5077,,,
5078,0.4578,1.1319,11:22:11.100 03/07/2019
5079,,,
5080,0.5198,1.1003,11:22:11.280 03/07/2019
5081,,,
5082,0.4856,1.1194,11:22:11.460 03/07/2019
5083,,,
5084,0.6155,1.1715,11:22:11.640 03/07/2019
5085,,,
5086,0.6769,1.2642,11:22:11.820 03/07/2019
5087,,,
5088,0.8134,1.4408,11:22:12.000 03/07/2019
5089,,,
5090,0.8864,1.4155,11:22:12.180 03/07/2019
5091,,,
5092,0.9393,1.3880,11:22:12.360 03/07/2019
5093,,,
5094,1.0511,1.3462,11:22:12.540 03/07/2019
5095,,,
5096,1.1392,1.3451,11:22:12.720 03/07/2019
5097,,,
5098,1.4182,1.3041,11:22:12.900 03/07/2019
5099,,,
5100,1.5665,1.2997,11:22:13.080 03/07/2019
5101,,,
5102,1.7743,1.2870,11:22:13.260 03/07/2019
5103,,,
5104,1.9336,1.2742,11:22:13.440 03/07/2019
5105,,,
5106,2.0935,1.2511,11:22:13.620 03/07/2019
5107,,,
5108,2.2052,1.2215,11:22:13.800 03/07/2019
5109,,,
5110,2.2788,1.1654,11:22:13.980 03/07/2019
5111,,,
5112,2.3309,1.0969,11:22:14.160 03/07/2019
5113,,,
5114,2.4198,1.0088,11:22:14.340 03/07/2019
5115,,,
5116,2.5075,0.8966,11:22:14.520 03/07/2019
5117,,,
5118,2.5645,0.7853,11:22:14.700 03/07/2019
5119,,,
5120,2.5764,0.6714,11:22:14.940 03/07/2019
5121,,,
5122,2.6215,0.5814,11:22:15.120 03/07/2019
5123,,,
5124,2.5716,0.4972,11:22:15.300 03/07/2019
5125,,,
5126,2.6056,0.3693,11:22:15.480 03/07/2019
5127,,,
5128,2.6187,0.2454,11:22:15.660 03/07/2019
5129,,,
5130,2.5330,0.1472,11:22:15.840 03/07/2019
5131,,,
5132,2.5133,0.0939,11:22:16.020 03/07/2019
5133,,,
5134,2.4824,0.0202,11:22:16.260 03/07/2019
5135,,,
5136,2.4420,-0.0518,11:22:16.440 03/07/2019
5137,,,
5138,2.3553,-0.1456,11:22:16.620 03/07/2019
5139,,,
5140,2.2742,-0.2636,11:22:16.800 03/07/2019
5141,,,
5142,2.1711,-0.3255,11:22:17.040 03/07/2019
5143,,,
5144,2.0990,-0.3337,11:22:17.220 03/07/2019
5145,,,
5146,2.0306,-0.3476,11:22:17.400 03/07/2019
5147,,,
5148,1.9382,-0.3690,11:22:17.580 03/07/2019
5149,,,
5150,1.7709,-0.4080,11:22:17.760 03/07/2019
5151,,,
5152,1.6680,-0.4644,11:22:17.940 03/07/2019
5153,,,
5154,1.5227,-0.4944,11:22:18.180 03/07/2019
5155,,,
5156,1.3941,-0.4804,11:22:18.360 03/07/2019
5157,,,
5158,1.2764,-0.4610,11:22:18.540 03/07/2019
5159,,,
5160,1.1330,-0.4303,11:22:18.720 03/07/2019
5161,,,
5162,0.9787,-0.3540,11:22:18.900 03/07/2019
5163,,,
5164,0.8576,-0.2724,11:22:19.080 03/07/2019
5165,,,
5166,0.7385,-0.1817,11:22:19.260 03/07/2019
5167,,,
5168,0.6746,-0.0853,11:22:19.440 03/07/2019
5169,,,
5170,0.6058,0.0130,11:22:19.620 03/07/2019
5171,,,
5172,0.5156,0.1481,11:22:19.800 03/07/2019
5173,,,
5174,0.4455,0.2752,11:22:19.980 03/07/2019
5175,,,
5176,0.4099,0.3877,11:22:20.160 03/07/2019
5177,,,
5178,0.4112,0.4779,11:22:20.340 03/07/2019
5179,,,
5180,0.4269,0.5611,11:22:20.520 03/07/2019
5181,,,
5182,0.4542,0.6698,11:22:20.700 03/07/2019
5183,,,
5184,0.5068,0.7856,11:22:20.880 03/07/2019
5185,,,
5186,0.5782,0.8675,11:22:21.060 03/07/2019
5187,,,
5188,0.6849,0.9472,11:22:21.240 03/07/2019
5189,,,
5190,0.7759,1.0376,11:22:21.420 03/07/2019
5191,,,
5192,0.8674,1.1430,11:22:21.600 03/07/2019
5193,,,
5194,0.9861,1.2513,11:22:21.780 03/07/2019
5195,,,
5196,1.0859,1.3192,11:22:21.960 03/07/2019
5197,,,
5198,1.1768,1.3479,11:22:22.140 03/07/2019
5199,,,
5200,1.2496,1.3579,11:22:22.320 03/07/2019
5201,,,
5202,1.3341,1.3554,11:22:22.500 03/07/2019
5203,,,
5204,1.4486,1.3412,11:22:22.680 03/07/2019
5205,,,
5206,1.5668,1.3101,11:22:22.860 03/07/2019
5207,,,
5208,1.6727,1.2453,11:22:23.040 03/07/2019
5209,,,
5210,1.7694,1.1715,11:22:23.220 03/07/2019
5211,,,
5212,1.8605,1.0993,11:22:23.400 03/07/2019
5213,,,
5214,1.9698,1.0330,11:22:23.580 03/07/2019
5215,,,
5216,2.1135,0.9718,11:22:23.760 03/07/2019
5217,,,
5218,2.2672,0.8959,11:22:23.940 03/07/2019
5219,,,
5220,2.3716,0.8378,11:22:24.120 03/07/2019
5221,,,
5222,2.4473,0.7842,11:22:24.300 03/07/2019
5223,,,
5224,2.5164,0.7166,11:22:24.480 03/07/2019
5225,,,
5226,2.5775,0.6582,11:22:24.660 03/07/2019
5227,,,
5228,2.6139,0.6372,11:22:24.840 03/07/2019
5229,,,
5230,2.6679,0.6238,11:22:25.020 03/07/2019
5231,,,
5232,2.7533,0.6436,11:22:25.200 03/07/2019
5233,,,
5234,2.8210,0.5929,11:22:25.380 03/07/2019
5235,,,
5236,2.8333,0.5007,11:22:25.560 03/07/2019
5237,,,
5238,2.9081,0.4283,11:22:25.800 03/07/2019
5239,,,
5240,2.9605,0.4244,11:22:25.980 03/07/2019
5241,,,
5242,3.0276,0.5145,11:22:26.220 03/07/2019
5243,,,
5244,3.1162,0.5977,11:22:26.400 03/07/2019
5245,,,
5246,3.1437,0.7106,11:22:26.580 03/07/2019
5247,,,
5248,3.1262,0.8352,11:22:26.760 03/07/2019
5249,,,
5250,3.0697,0.9562,11:22:26.940 03/07/2019
5251,,,
5252,3.0023,1.0720,11:22:27.120 03/07/2019
5253,,,
5254,2.8900,1.1720,11:22:27.300 03/07/2019
5255,,,
5256,2.7694,1.2490,11:22:27.480 03/07/2019
5257,,,
5258,2.5594,1.3064,11:22:27.720 03/07/2019
5259,,,
5260,1.3367,1.6341,11:22:27.900 03/07/2019
5261,,,
5262,1.1373,1.5759,11:22:28.140 03/07/2019
5263,,,
5264,0.9991,1.5009,11:22:28.320 03/07/2019
5265,,,
5266,0.8440,1.3639,11:22:28.560 03/07/2019
5267,,,
5268,0.7565,1.2362,11:22:28.740 03/07/2019
5269,,,
5270,0.7248,1.1053,11:22:28.920 03/07/2019
5271,,,
5272,0.6868,0.9212,11:22:29.160 03/07/2019
5273,,,
5274,0.7028,0.7786,11:22:29.340 03/07/2019
5275,,,
5276,0.7338,0.6443,11:22:29.520 03/07/2019
5277,,,
5278,0.7883,0.5440,11:22:29.700 03/07/2019
5279,,,
5280,0.8384,0.4454,11:22:29.880 03/07/2019
5281,,,
5282,0.8658,0.4171,11:22:30.060 03/07/2019
5283,,,
5284,0.8322,0.4708,11:22:30.300 03/07/2019
5285,,,
5286,0.7727,0.5975,11:22:30.480 03/07/2019
5287,,,
5288,0.7295,0.7744,11:22:30.660 03/07/2019
5289,,,
5290,0.7322,0.9842,11:22:30.840 03/07/2019
5291,,,
5292,0.7845,1.2010,11:22:31.020 03/07/2019
5293,,,
5294,0.9054,1.3838,11:22:31.200 03/07/2019
5295,,,
5296,1.0702,1.5230,11:22:31.380 03/07/2019
5297,,,
5298,1.2668,1.6012,11:22:31.560 03/07/2019
5299,,,
5300,1.4531,1.6256,11:22:31.740 03/07/2019
5301,,,
5302,1.6337,1.6040,11:22:31.920 03/07/2019
5303,,,
5304,1.7990,1.5274,11:22:32.100 03/07/2019
5305,,,
5306,1.9257,1.4198,11:22:32.280 03/07/2019
5307,,,
5308,2.0274,1.2979,11:22:32.460 03/07/2019
5309,,,
5310,2.0926,1.1577,11:22:32.640 03/07/2019
5311,,,
5312,2.1312,1.0094,11:22:32.820 03/07/2019
5313,,,
5314,2.1334,0.8623,11:22:33.000 03/07/2019
5315,,,
5316,2.1003,0.7171,11:22:33.180 03/07/2019
5317,,,
5318,2.0440,0.5881,11:22:33.360 03/07/2019
5319,,,
5320,1.9642,0.4696,11:22:33.540 03/07/2019
5321,,,
5322,1.8536,0.3639,11:22:33.720 03/07/2019
5323,,,
5324,1.7226,0.2855,11:22:33.900 03/07/2019
5325,,,
5326,1.5841,0.2385,11:22:34.080 03/07/2019
5327,,,
5328,1.4268,0.2328,11:22:34.260 03/07/2019
5329,,,
5330,1.2732,0.2638,11:22:34.440 03/07/2019
5331,,,
5332,1.1393,0.3342,11:22:34.620 03/07/2019
5333,,,
5334,1.0309,0.4205,11:22:34.800 03/07/2019
5335,,,
5336,0.9573,0.5231,11:22:34.980 03/07/2019
5337,,,
5338,0.9106,0.6307,11:22:35.160 03/07/2019
5339,,,
5340,0.8824,0.7266,11:22:35.340 03/07/2019
5341,,,
5342,0.8750,0.8233,11:22:35.520 03/07/2019
5343,,,
5344,0.8858,0.8743,11:22:35.760 03/07/2019
5345,,,
5346,0.8790,0.7857,11:22:35.940 03/07/2019
5347,,,
5348,0.9282,0.5789,11:22:36.180 03/07/2019
5349,,,
5350,1.0271,0.4303,11:22:36.360 03/07/2019
5351,,,
5352,1.1749,0.3089,11:22:36.540 03/07/2019
5353,,,
5354,1.3445,0.2472,11:22:36.720 03/07/2019
5355,,,
5356,1.5166,0.2305,11:22:36.900 03/07/2019
5357,,,
5358,1.6999,0.2639,11:22:37.080 03/07/2019
5359,,,
5360,1.8583,0.3532,11:22:37.260 03/07/2019
5361,,,
5362,1.9791,0.4779,11:22:37.440 03/07/2019
5363,,,
5364,2.0716,0.6800,11:22:37.680 03/07/2019
5365,,,
5366,2.0912,0.8455,11:22:37.860 03/07/2019
5367,,,
5368,2.0807,1.0220,11:22:38.040 03/07/2019
5369,,,
5370,1.9948,1.2520,11:22:38.280 03/07/2019
5371,,,
5372,1.8796,1.4036,11:22:38.460 03/07/2019
5373,,,
5374,1.7279,1.5071,11:22:38.640 03/07/2019
5375,,,
5376,1.5425,1.5723,11:22:38.820 03/07/2019
5377,,,
5378,1.3467,1.5768,11:22:39.000 03/07/2019
5379,,,
5380,1.1576,1.5287,11:22:39.180 03/07/2019
5381,,,
5382,1.0042,1.4372,11:22:39.360 03/07/2019
5383,,,
5384,0.8685,1.3169,11:22:39.540 03/07/2019
5385,,,
5386,0.7729,1.1791,11:22:39.720 03/07/2019
5387,,,
5388,0.7067,1.0262,11:22:39.900 03/07/2019
5389,,,
5390,0.6780,0.8981,11:22:40.080 03/07/2019
5391,,,
5392,0.6805,0.7895,11:22:40.260 03/07/2019
5393,,,
5394,0.6940,0.6768,11:22:40.440 03/07/2019
5395,,,
5396,0.7110,0.5922,11:22:40.620 03/07/2019
5397,,,
5398,0.7167,0.5680,11:22:40.800 03/07/2019
5399,,,
5400,0.6942,0.6434,11:22:40.980 03/07/2019
5401,,,
5402,0.6784,0.7753,11:22:41.160 03/07/2019
5403,,,
5404,0.6935,0.9588,11:22:41.340 03/07/2019
5405,,,
5406,0.7682,1.1579,11:22:41.520 03/07/2019
5407,,,
5408,0.8869,1.3377,11:22:41.700 03/07/2019
5409,,,
5410,1.0435,1.4818,11:22:41.880 03/07/2019
5411,,,
5412,1.2308,1.5771,11:22:42.060 03/07/2019
5413,,,
5414,1.4808,1.6256,11:22:42.300 03/07/2019
5415,,,
5416,1.6564,1.6160,11:22:42.480 03/07/2019
5417,,,
5418,1.8116,1.5651,11:22:42.660 03/07/2019
5419,,,
5420,1.9460,1.4872,11:22:42.840 03/07/2019
5421,,,
5422,2.0519,1.3784,11:22:43.020 03/07/2019
5423,,,
5424,2.1303,1.2503,11:22:43.200 03/07/2019
5425,,,
5426,2.1768,1.0979,11:22:43.380 03/07/2019
5427,,,
5428,2.1877,0.9410,11:22:43.560 03/07/2019
5429,,,
5430,2.1636,0.7810,11:22:43.740 03/07/2019
5431,,,
5432,2.1113,0.6403,11:22:43.920 03/07/2019
5433,,,
5434,2.0230,0.5090,11:22:44.100 03/07/2019
5435,,,
5436,1.8969,0.3923,11:22:44.280 03/07/2019
5437,,,
5438,1.7422,0.3145,11:22:44.460 03/07/2019
5439,,,
5440,1.5580,0.2700,11:22:44.640 03/07/2019
5441,,,
5442,1.3699,0.2864,11:22:44.820 03/07/2019
5443,,,
5444,1.1954,0.3422,11:22:45.000 03/07/2019
5445,,,
5446,1.0496,0.4557,11:22:45.180 03/07/2019
5447,,,
5448,0.9527,0.5715,11:22:45.360 03/07/2019
5449,,,
5450,0.8966,0.7133,11:22:45.540 03/07/2019
5451,,,
5452,0.8777,0.8064,11:22:45.720 03/07/2019
5453,,,
5454,0.8817,0.7960,11:22:45.900 03/07/2019
5455,,,
5456,0.9024,0.7047,11:22:46.080 03/07/2019
5457,,,
5458,0.9823,0.5594,11:22:46.320 03/07/2019
5459,,,
5460,1.0799,0.4584,11:22:46.500 03/07/2019
5461,,,
5462,1.2120,0.3738,11:22:46.680 03/07/2019
5463,,,
5464,1.3689,0.3344,11:22:46.860 03/07/2019
5465,,,
5466,1.6092,0.3393,11:22:47.100 03/07/2019
5467,,,
5468,1.7853,0.3964,11:22:47.280 03/07/2019
5469,,,
5470,1.9729,0.5538,11:22:47.520 03/07/2019
5471,,,
5472,2.0582,0.7161,11:22:47.700 03/07/2019
5473,,,
5474,2.0891,0.9701,11:22:47.940 03/07/2019
5475,,,
5476,2.0223,1.2349,11:22:48.180 03/07/2019
5477,,,
5478,1.8371,1.4589,11:22:48.420 03/07/2019
5479,,,
5480,1.6420,1.5548,11:22:48.600 03/07/2019
5481,,,
5482,1.3605,1.5897,11:22:48.840 03/07/2019
5483,,,
5484,1.1645,1.5395,11:22:49.020 03/07/2019
5485,,,
5486,0.9964,1.4357,11:22:49.200 03/07/2019
5487,,,
5488,0.8632,1.2980,11:22:49.380 03/07/2019
5489,,,
5490,0.7499,1.0683,11:22:49.620 03/07/2019
5491,,,
5492,0.7105,0.8977,11:22:49.800 03/07/2019
5493,,,
5494,0.7149,0.7759,11:22:49.980 03/07/2019
5495,,,
5496,0.7224,0.7174,11:22:50.220 03/07/2019
5497,,,
5498,0.7151,0.7730,11:22:50.400 03/07/2019
5499,,,
5500,0.7195,0.8899,11:22:50.580 03/07/2019
5501,,,
5502,0.7624,1.0579,11:22:50.760 03/07/2019
5503,,,
5504,0.8381,1.2368,11:22:50.940 03/07/2019
5505,,,
5506,0.9664,1.3930,11:22:51.120 03/07/2019
5507,,,
5508,1.1385,1.5150,11:22:51.300 03/07/2019
5509,,,
5510,1.3226,1.5894,11:22:51.480 03/07/2019
5511,,,
5512,1.5088,1.6113,11:22:51.660 03/07/2019
5513,,,
5514,1.6738,1.5884,11:22:51.840 03/07/2019
5515,,,
5516,1.8270,1.5183,11:22:52.020 03/07/2019
5517,,,
5518,1.9537,1.4159,11:22:52.200 03/07/2019
5519,,,
5520,2.0474,1.2896,11:22:52.380 03/07/2019
5521,,,
5522,2.1149,1.1494,11:22:52.560 03/07/2019
5523,,,
5524,2.1509,0.9939,11:22:52.740 03/07/2019
5525,,,
5526,2.1306,0.7663,11:22:52.980 03/07/2019
5527,,,
5528,2.0661,0.6010,11:22:53.160 03/07/2019
5529,,,
5530,1.8873,0.3993,11:22:53.400 03/07/2019
5531,,,
5532,1.7029,0.3062,11:22:53.580 03/07/2019
5533,,,
5534,1.5030,0.2708,11:22:53.760 03/07/2019
5535,,,
5536,1.3081,0.3154,11:22:53.940 03/07/2019
5537,,,
5538,1.1496,0.4051,11:22:54.120 03/07/2019
5539,,,
5540,1.0324,0.5284,11:22:54.300 03/07/2019
5541,,,
5542,0.9715,0.6352,11:22:54.480 03/07/2019
5543,,,
5544,0.9523,0.7241,11:22:54.660 03/07/2019
5545,,,
5546,0.9535,0.7472,11:22:54.840 03/07/2019
5547,,,
5548,0.9605,0.7217,11:22:55.020 03/07/2019
5549,,,
5550,0.9836,0.6541,11:22:55.200 03/07/2019
5551,,,
5552,1.0341,0.5596,11:22:55.380 03/07/2019
5553,,,
5554,1.1239,0.4604,11:22:55.560 03/07/2019
5555,,,
5556,1.2387,0.3762,11:22:55.740 03/07/2019
5557,,,
5558,1.3752,0.3132,11:22:55.920 03/07/2019
5559,,,
5560,1.5806,0.2890,11:22:56.160 03/07/2019
5561,,,
5562,1.8042,0.3427,11:22:56.400 03/07/2019
5563,,,
5564,1.9517,0.4529,11:22:56.580 03/07/2019
5565,,,
5566,2.0607,0.6065,11:22:56.760 03/07/2019
5567,,,
5568,2.1129,0.8046,11:22:56.940 03/07/2019
5569,,,
5570,2.1032,1.0250,11:22:57.120 03/07/2019
5571,,,
5572,1.9796,1.3037,11:22:57.360 03/07/2019
5573,,,
5574,1.8139,1.4574,11:22:57.540 03/07/2019
5575,,,
5576,1.6134,1.5403,11:22:57.720 03/07/2019
5577,,,
5578,1.4111,1.5541,11:22:57.900 03/07/2019
5579,,,
5580,1.2240,1.5058,11:22:58.080 03/07/2019
5581,,,
5582,1.0123,1.3797,11:22:58.320 03/07/2019
5583,,,
5584,0.8769,1.2532,11:22:58.500 03/07/2019
5585,,,
5586,0.7868,1.1034,11:22:58.680 03/07/2019
5587,,,
5588,0.7354,0.9564,11:22:58.860 03/07/2019
5589,,,
5590,0.7200,0.8575,11:22:59.040 03/07/2019
5591,,,
5592,0.7129,0.8030,11:22:59.220 03/07/2019
5593,,,
5594,0.7113,0.8096,11:22:59.400 03/07/2019
5595,,,
5596,0.7190,0.8869,11:22:59.580 03/07/2019
5597,,,
5598,0.7720,1.0677,11:22:59.820 03/07/2019
5599,,,
5600,0.8489,1.2315,11:23:00.000 03/07/2019
5601,,,
5602,1.0417,1.4232,11:23:00.240 03/07/2019
5603,,,
5604,1.2195,1.5294,11:23:00.420 03/07/2019
5605,,,
5606,1.4144,1.5915,11:23:00.600 03/07/2019
5607,,,
5608,1.6172,1.5950,11:23:00.780 03/07/2019
5609,,,
5610,1.8126,1.5426,11:23:00.960 03/07/2019
5611,,,
5612,1.9744,1.4346,11:23:01.140 03/07/2019
5613,,,
5614,2.0951,1.2812,11:23:01.320 03/07/2019
5615,,,
5616,2.1877,1.0494,11:23:01.560 03/07/2019
5617,,,
5618,2.1943,0.8683,11:23:01.740 03/07/2019
5619,,,
5620,2.1538,0.7017,11:23:01.920 03/07/2019
5621,,,
5622,2.0701,0.5392,11:23:02.100 03/07/2019
5623,,,
5624,1.9489,0.4022,11:23:02.280 03/07/2019
5625,,,
5626,1.7238,0.2748,11:23:02.520 03/07/2019
5627,,,
5628,1.5110,0.2392,11:23:02.700 03/07/2019
5629,,,
5630,1.2331,0.3015,11:23:02.940 03/07/2019
5631,,,
5632,1.0475,0.4368,11:23:03.120 03/07/2019
5633,,,
5634,0.9471,0.5995,11:23:03.300 03/07/2019
5635,,,
5636,0.9011,0.7153,11:23:03.480 03/07/2019
5637,,,
5638,0.8955,0.7379,11:23:03.660 03/07/2019
5639,,,
5640,0.9149,0.6678,11:23:03.840 03/07/2019
5641,,,
5642,0.9830,0.5585,11:23:04.020 03/07/2019
5643,,,
5644,1.1036,0.4293,11:23:04.200 03/07/2019
5645,,,
5646,1.3424,0.2962,11:23:04.440 03/07/2019
5647,,,
5648,1.5453,0.2654,11:23:04.620 03/07/2019
5649,,,
5650,1.7280,0.2921,11:23:04.800 03/07/2019
5651,,,
5652,1.8950,0.3685,11:23:04.980 03/07/2019
5653,,,
5654,2.0346,0.4995,11:23:05.160 03/07/2019
5655,,,
5656,2.1237,0.6796,11:23:05.340 03/07/2019
5657,,,
5658,2.1595,0.8859,11:23:05.520 03/07/2019
5659,,,
5660,2.1200,1.1144,11:23:05.700 03/07/2019
5661,,,
5662,2.0024,1.3244,11:23:05.880 03/07/2019
5663,,,
5664,1.8220,1.4894,11:23:06.060 03/07/2019
5665,,,
5666,1.5274,1.5974,11:23:06.300 03/07/2019
5667,,,
5668,1.3166,1.5943,11:23:06.480 03/07/2019
5669,,,
5670,1.1128,1.5274,11:23:06.660 03/07/2019
5671,,,
5672,0.9008,1.3786,11:23:06.900 03/07/2019
5673,,,
5674,0.7928,1.2392,11:23:07.080 03/07/2019
5675,,,
5676,0.7316,1.1083,11:23:07.260 03/07/2019
5677,,,
5678,0.6937,0.9804,11:23:07.440 03/07/2019
5679,,,
5680,0.6880,0.9090,11:23:07.620 03/07/2019
5681,,,
5682,0.6876,0.8874,11:23:07.800 03/07/2019
5683,,,
5684,0.6920,0.9335,11:23:07.980 03/07/2019
5685,,,
5686,0.7280,1.0911,11:23:08.220 03/07/2019
5687,,,
5688,0.7926,1.2465,11:23:08.400 03/07/2019
5689,,,
5690,0.9106,1.4132,11:23:08.580 03/07/2019
5691,,,
5692,1.0689,1.5367,11:23:08.760 03/07/2019
5693,,,
5694,1.3357,1.6488,11:23:09.000 03/07/2019
5695,,,
5696,1.5464,1.6665,11:23:09.180 03/07/2019
5697,,,
5698,1.7353,1.6304,11:23:09.360 03/07/2019
5699,,,
5700,1.9020,1.5504,11:23:09.540 03/07/2019
5701,,,
5702,2.0366,1.4340,11:23:09.720 03/07/2019
5703,,,
5704,2.1346,1.2865,11:23:09.900 03/07/2019
5705,,,
5706,2.1859,1.1192,11:23:10.080 03/07/2019
5707,,,
5708,2.2024,0.9469,11:23:10.260 03/07/2019
5709,,,
5710,2.1773,0.7807,11:23:10.440 03/07/2019
5711,,,
5712,2.1169,0.6143,11:23:10.620 03/07/2019
5713,,,
5714,2.0119,0.4612,11:23:10.800 03/07/2019
5715,,,
5716,1.8904,0.3391,11:23:10.980 03/07/2019
5717,,,
5718,1.7290,0.2512,11:23:11.160 03/07/2019
5719,,,
5720,1.5411,0.2057,11:23:11.340 03/07/2019
5721,,,
5722,1.3380,0.2360,11:23:11.520 03/07/2019
5723,,,
5724,1.1448,0.3278,11:23:11.700 03/07/2019
5725,,,
5726,0.9830,0.5118,11:23:11.940 03/07/2019
5727,,,
5728,0.9291,0.6549,11:23:12.180 03/07/2019
5729,,,
5730,0.9290,0.6779,11:23:12.360 03/07/2019
5731,,,
5732,0.9550,0.6335,11:23:12.540 03/07/2019
5733,,,
5734,1.0278,0.5204,11:23:12.720 03/07/2019
5735,,,
5736,1.1928,0.3691,11:23:12.960 03/07/2019
5737,,,
5738,1.3525,0.3019,11:23:13.140 03/07/2019
5739,,,
5740,1.5436,0.2713,11:23:13.320 03/07/2019
5741,,,
5742,1.7238,0.3157,11:23:13.500 03/07/2019
5743,,,
5744,1.8908,0.4112,11:23:13.680 03/07/2019
5745,,,
5746,2.0168,0.5718,11:23:13.860 03/07/2019
5747,,,
5748,2.0811,0.7564,11:23:14.040 03/07/2019
5749,,,
5750,2.0705,1.0366,11:23:14.280 03/07/2019
5751,,,
5752,2.0096,1.2366,11:23:14.460 03/07/2019
5753,,,
5754,1.8805,1.4113,11:23:14.640 03/07/2019
5755,,,
5756,1.6292,1.5497,11:23:14.880 03/07/2019
5757,,,
5758,1.4313,1.5796,11:23:15.060 03/07/2019
5759,,,
5760,1.1776,1.5343,11:23:15.300 03/07/2019
5761,,,
5762,1.0119,1.4539,11:23:15.480 03/07/2019
5763,,,
5764,0.9004,1.3438,11:23:15.660 03/07/2019
5765,,,
5766,0.8129,1.2169,11:23:15.840 03/07/2019
5767,,,
5768,0.7329,1.0165,11:23:16.080 03/07/2019
5769,,,
5770,0.7023,0.8662,11:23:16.260 03/07/2019
5771,,,
5772,0.7027,0.7445,11:23:16.440 03/07/2019
5773,,,
5774,0.7142,0.6628,11:23:16.620 03/07/2019
5775,,,
5776,0.7130,0.6681,11:23:16.800 03/07/2019
5777,,,
5778,0.6958,0.8199,11:23:17.040 03/07/2019
5779,,,
5780,0.7197,1.0032,11:23:17.220 03/07/2019
5781,,,
5782,0.8046,1.2067,11:23:17.400 03/07/2019
5783,,,
5784,0.9466,1.3979,11:23:17.580 03/07/2019
5785,,,
5786,1.1285,1.5315,11:23:17.760 03/07/2019
5787,,,
5788,1.3414,1.6154,11:23:17.940 03/07/2019
5789,,,
5790,1.6278,1.6200,11:23:18.180 03/07/2019
5791,,,
5792,1.8757,1.5182,11:23:18.420 03/07/2019
5793,,,
5794,2.0291,1.3825,11:23:18.600 03/07/2019
5795,,,
5796,2.1306,1.2184,11:23:18.780 03/07/2019
5797,,,
5798,2.1847,1.0406,11:23:18.960 03/07/2019
5799,,,
5800,2.1877,0.8519,11:23:19.140 03/07/2019
5801,,,
